year,month,links
2020,11,"[""https://web.archive.org/web/20201101/www.uol.com.br"", ""https://web.archive.org/web/20201102/www.uol.com.br"", ""https://web.archive.org/web/20201103/www.uol.com.br"", ""https://web.archive.org/web/20201104/www.uol.com.br"", ""https://web.archive.org/web/20201105/www.uol.com.br"", ""https://web.archive.org/web/20201106/www.uol.com.br"", ""https://web.archive.org/web/20201107/www.uol.com.br"", ""https://web.archive.org/web/20201108/www.uol.com.br"", ""https://web.archive.org/web/20201109/www.uol.com.br"", ""https://web.archive.org/web/20201110/www.uol.com.br"", ""https://web.archive.org/web/20201111/www.uol.com.br"", ""https://web.archive.org/web/20201112/www.uol.com.br"", ""https://web.archive.org/web/20201113/www.uol.com.br"", ""https://web.archive.org/web/20201114/www.uol.com.br"", ""https://web.archive.org/web/20201115/www.uol.com.br"", ""https://web.archive.org/web/20201116/www.uol.com.br"", ""https://web.archive.org/web/20201117/www.uol.com.br"", ""https://web.archive.org/web/20201118/www.uol.com.br"", ""https://web.archive.org/web/20201119/www.uol.com.br"", ""https://web.archive.org/web/20201120/www.uol.com.br"", ""https://web.archive.org/web/20201121/www.uol.com.br"", ""https://web.archive.org/web/20201122/www.uol.com.br"", ""https://web.archive.org/web/20201123/www.uol.com.br"", ""https://web.archive.org/web/20201124/www.uol.com.br"", ""https://web.archive.org/web/20201125/www.uol.com.br"", ""https://web.archive.org/web/20201126/www.uol.com.br"", ""https://web.archive.org/web/20201127/www.uol.com.br"", ""https://web.archive.org/web/20201128/www.uol.com.br"", ""https://web.archive.org/web/20201129/www.uol.com.br"", ""https://web.archive.org/web/20201130/www.uol.com.br""]"
2020,12,"[""https://web.archive.org/web/20201201/www.uol.com.br"", ""https://web.archive.org/web/20201202/www.uol.com.br"", ""https://web.archive.org/web/20201203/www.uol.com.br"", ""https://web.archive.org/web/20201204/www.uol.com.br"", ""https://web.archive.org/web/20201205/www.uol.com.br"", ""https://web.archive.org/web/20201206/www.uol.com.br"", ""https://web.archive.org/web/20201207/www.uol.com.br"", ""https://web.archive.org/web/20201208/www.uol.com.br"", ""https://web.archive.org/web/20201209/www.uol.com.br"", ""https://web.archive.org/web/20201210/www.uol.com.br"", ""https://web.archive.org/web/20201211/www.uol.com.br"", ""https://web.archive.org/web/20201212/www.uol.com.br"", ""https://web.archive.org/web/20201213/www.uol.com.br"", ""https://web.archive.org/web/20201214/www.uol.com.br"", ""https://web.archive.org/web/20201215/www.uol.com.br"", ""https://web.archive.org/web/20201216/www.uol.com.br"", ""https://web.archive.org/web/20201217/www.uol.com.br"", ""https://web.archive.org/web/20201218/www.uol.com.br"", ""https://web.archive.org/web/20201219/www.uol.com.br"", ""https://web.archive.org/web/20201220/www.uol.com.br"", ""https://web.archive.org/web/20201221/www.uol.com.br"", ""https://web.archive.org/web/20201222/www.uol.com.br"", ""https://web.archive.org/web/20201223/www.uol.com.br"", ""https://web.archive.org/web/20201224/www.uol.com.br"", ""https://web.archive.org/web/20201225/www.uol.com.br"", ""https://web.archive.org/web/20201226/www.uol.com.br"", ""https://web.archive.org/web/20201227/www.uol.com.br"", ""https://web.archive.org/web/20201228/www.uol.com.br"", ""https://web.archive.org/web/20201229/www.uol.com.br"", ""https://web.archive.org/web/20201230/www.uol.com.br"", ""https://web.archive.org/web/20201231/www.uol.com.br""]"
2021,1,"[""https://web.archive.org/web/20210101/www.uol.com.br"", ""https://web.archive.org/web/20210102/www.uol.com.br"", ""https://web.archive.org/web/20210103/www.uol.com.br"", ""https://web.archive.org/web/20210104/www.uol.com.br"", ""https://web.archive.org/web/20210105/www.uol.com.br"", ""https://web.archive.org/web/20210106/www.uol.com.br"", ""https://web.archive.org/web/20210107/www.uol.com.br"", ""https://web.archive.org/web/20210108/www.uol.com.br"", ""https://web.archive.org/web/20210109/www.uol.com.br"", ""https://web.archive.org/web/20210110/www.uol.com.br"", ""https://web.archive.org/web/20210111/www.uol.com.br"", ""https://web.archive.org/web/20210112/www.uol.com.br"", ""https://web.archive.org/web/20210113/www.uol.com.br"", ""https://web.archive.org/web/20210114/www.uol.com.br"", ""https://web.archive.org/web/20210115/www.uol.com.br"", ""https://web.archive.org/web/20210116/www.uol.com.br"", ""https://web.archive.org/web/20210117/www.uol.com.br"", ""https://web.archive.org/web/20210118/www.uol.com.br"", ""https://web.archive.org/web/20210119/www.uol.com.br"", ""https://web.archive.org/web/20210120/www.uol.com.br"", ""https://web.archive.org/web/20210121/www.uol.com.br"", ""https://web.archive.org/web/20210122/www.uol.com.br"", ""https://web.archive.org/web/20210123/www.uol.com.br"", ""https://web.archive.org/web/20210124/www.uol.com.br"", ""https://web.archive.org/web/20210125/www.uol.com.br"", ""https://web.archive.org/web/20210126/www.uol.com.br"", ""https://web.archive.org/web/20210127/www.uol.com.br"", ""https://web.archive.org/web/20210128/www.uol.com.br"", ""https://web.archive.org/web/20210129/www.uol.com.br"", ""https://web.archive.org/web/20210130/www.uol.com.br"", ""https://web.archive.org/web/20210131/www.uol.com.br""]"
2021,2,"[""https://web.archive.org/web/20210201/www.uol.com.br"", ""https://web.archive.org/web/20210202/www.uol.com.br"", ""https://web.archive.org/web/20210203/www.uol.com.br"", ""https://web.archive.org/web/20210204/www.uol.com.br"", ""https://web.archive.org/web/20210205/www.uol.com.br"", ""https://web.archive.org/web/20210206/www.uol.com.br"", ""https://web.archive.org/web/20210207/www.uol.com.br"", ""https://web.archive.org/web/20210208/www.uol.com.br"", ""https://web.archive.org/web/20210209/www.uol.com.br"", ""https://web.archive.org/web/20210210/www.uol.com.br"", ""https://web.archive.org/web/20210211/www.uol.com.br"", ""https://web.archive.org/web/20210212/www.uol.com.br"", ""https://web.archive.org/web/20210213/www.uol.com.br"", ""https://web.archive.org/web/20210214/www.uol.com.br"", ""https://web.archive.org/web/20210215/www.uol.com.br"", ""https://web.archive.org/web/20210216/www.uol.com.br"", ""https://web.archive.org/web/20210217/www.uol.com.br"", ""https://web.archive.org/web/20210218/www.uol.com.br"", ""https://web.archive.org/web/20210219/www.uol.com.br"", ""https://web.archive.org/web/20210220/www.uol.com.br"", ""https://web.archive.org/web/20210221/www.uol.com.br"", ""https://web.archive.org/web/20210222/www.uol.com.br"", ""https://web.archive.org/web/20210223/www.uol.com.br"", ""https://web.archive.org/web/20210224/www.uol.com.br"", ""https://web.archive.org/web/20210225/www.uol.com.br"", ""https://web.archive.org/web/20210226/www.uol.com.br"", ""https://web.archive.org/web/20210227/www.uol.com.br"", ""https://web.archive.org/web/20210228/www.uol.com.br""]"
2022,1,"[""https://web.archive.org/web/20220101/www.uol.com.br"", ""https://web.archive.org/web/20220102/www.uol.com.br"", ""https://web.archive.org/web/20220103/www.uol.com.br"", ""https://web.archive.org/web/20220104/www.uol.com.br"", ""https://web.archive.org/web/20220105/www.uol.com.br"", ""https://web.archive.org/web/20220106/www.uol.com.br"", ""https://web.archive.org/web/20220107/www.uol.com.br"", ""https://web.archive.org/web/20220108/www.uol.com.br"", ""https://web.archive.org/web/20220109/www.uol.com.br"", ""https://web.archive.org/web/20220110/www.uol.com.br"", ""https://web.archive.org/web/20220111/www.uol.com.br"", ""https://web.archive.org/web/20220112/www.uol.com.br"", ""https://web.archive.org/web/20220113/www.uol.com.br"", ""https://web.archive.org/web/20220114/www.uol.com.br"", ""https://web.archive.org/web/20220115/www.uol.com.br"", ""https://web.archive.org/web/20220116/www.uol.com.br"", ""https://web.archive.org/web/20220117/www.uol.com.br"", ""https://web.archive.org/web/20220118/www.uol.com.br"", ""https://web.archive.org/web/20220119/www.uol.com.br"", ""https://web.archive.org/web/20220120/www.uol.com.br"", ""https://web.archive.org/web/20220121/www.uol.com.br"", ""https://web.archive.org/web/20220122/www.uol.com.br"", ""https://web.archive.org/web/20220123/www.uol.com.br"", ""https://web.archive.org/web/20220124/www.uol.com.br"", ""https://web.archive.org/web/20220125/www.uol.com.br"", ""https://web.archive.org/web/20220126/www.uol.com.br"", ""https://web.archive.org/web/20220127/www.uol.com.br"", ""https://web.archive.org/web/20220128/www.uol.com.br"", ""https://web.archive.org/web/20220129/www.uol.com.br"", ""https://web.archive.org/web/20220130/www.uol.com.br"", ""https://web.archive.org/web/20220131/www.uol.com.br""]"
2022,2,"[""https://web.archive.org/web/20220201/www.uol.com.br"", ""https://web.archive.org/web/20220202/www.uol.com.br"", ""https://web.archive.org/web/20220203/www.uol.com.br"", ""https://web.archive.org/web/20220204/www.uol.com.br"", ""https://web.archive.org/web/20220205/www.uol.com.br"", ""https://web.archive.org/web/20220206/www.uol.com.br"", ""https://web.archive.org/web/20220207/www.uol.com.br"", ""https://web.archive.org/web/20220208/www.uol.com.br"", ""https://web.archive.org/web/20220209/www.uol.com.br"", ""https://web.archive.org/web/20220210/www.uol.com.br"", ""https://web.archive.org/web/20220211/www.uol.com.br"", ""https://web.archive.org/web/20220212/www.uol.com.br"", ""https://web.archive.org/web/20220213/www.uol.com.br"", ""https://web.archive.org/web/20220214/www.uol.com.br"", ""https://web.archive.org/web/20220215/www.uol.com.br"", ""https://web.archive.org/web/20220216/www.uol.com.br"", ""https://web.archive.org/web/20220217/www.uol.com.br"", ""https://web.archive.org/web/20220218/www.uol.com.br"", ""https://web.archive.org/web/20220219/www.uol.com.br"", ""https://web.archive.org/web/20220220/www.uol.com.br"", ""https://web.archive.org/web/20220221/www.uol.com.br"", ""https://web.archive.org/web/20220222/www.uol.com.br"", ""https://web.archive.org/web/20220223/www.uol.com.br"", ""https://web.archive.org/web/20220224/www.uol.com.br"", ""https://web.archive.org/web/20220225/www.uol.com.br"", ""https://web.archive.org/web/20220226/www.uol.com.br"", ""https://web.archive.org/web/20220227/www.uol.com.br"", ""https://web.archive.org/web/20220228/www.uol.com.br""]"
2022,3,"[""https://web.archive.org/web/20220301/www.uol.com.br"", ""https://web.archive.org/web/20220302/www.uol.com.br"", ""https://web.archive.org/web/20220303/www.uol.com.br"", ""https://web.archive.org/web/20220304/www.uol.com.br"", ""https://web.archive.org/web/20220305/www.uol.com.br"", ""https://web.archive.org/web/20220306/www.uol.com.br"", ""https://web.archive.org/web/20220307/www.uol.com.br"", ""https://web.archive.org/web/20220308/www.uol.com.br"", ""https://web.archive.org/web/20220309/www.uol.com.br"", ""https://web.archive.org/web/20220310/www.uol.com.br"", ""https://web.archive.org/web/20220311/www.uol.com.br"", ""https://web.archive.org/web/20220312/www.uol.com.br"", ""https://web.archive.org/web/20220313/www.uol.com.br"", ""https://web.archive.org/web/20220314/www.uol.com.br"", ""https://web.archive.org/web/20220315/www.uol.com.br"", ""https://web.archive.org/web/20220316/www.uol.com.br"", ""https://web.archive.org/web/20220317/www.uol.com.br"", ""https://web.archive.org/web/20220318/www.uol.com.br"", ""https://web.archive.org/web/20220319/www.uol.com.br"", ""https://web.archive.org/web/20220320/www.uol.com.br"", ""https://web.archive.org/web/20220321/www.uol.com.br"", ""https://web.archive.org/web/20220322/www.uol.com.br"", ""https://web.archive.org/web/20220323/www.uol.com.br"", ""https://web.archive.org/web/20220324/www.uol.com.br"", ""https://web.archive.org/web/20220325/www.uol.com.br"", ""https://web.archive.org/web/20220326/www.uol.com.br"", ""https://web.archive.org/web/20220327/www.uol.com.br"", ""https://web.archive.org/web/20220328/www.uol.com.br"", ""https://web.archive.org/web/20220329/www.uol.com.br"", ""https://web.archive.org/web/20220330/www.uol.com.br"", ""https://web.archive.org/web/20220331/www.uol.com.br""]"
2022,4,[]
2022,5,[]
2022,6,[]
2022,7,[]
2022,8,[]
2023,1,[]
2023,2,"[""https://web.archive.org/web/20230201/www.uol.com.br"", ""https://web.archive.org/web/20230202/www.uol.com.br"", ""https://web.archive.org/web/20230203/www.uol.com.br"", ""https://web.archive.org/web/20230204/www.uol.com.br"", ""https://web.archive.org/web/20230205/www.uol.com.br"", ""https://web.archive.org/web/20230206/www.uol.com.br"", ""https://web.archive.org/web/20230207/www.uol.com.br"", ""https://web.archive.org/web/20230208/www.uol.com.br"", ""https://web.archive.org/web/20230209/www.uol.com.br"", ""https://web.archive.org/web/20230210/www.uol.com.br"", ""https://web.archive.org/web/20230211/www.uol.com.br"", ""https://web.archive.org/web/20230212/www.uol.com.br"", ""https://web.archive.org/web/20230213/www.uol.com.br"", ""https://web.archive.org/web/20230214/www.uol.com.br"", ""https://web.archive.org/web/20230215/www.uol.com.br"", ""https://web.archive.org/web/20230216/www.uol.com.br"", ""https://web.archive.org/web/20230217/www.uol.com.br"", ""https://web.archive.org/web/20230218/www.uol.com.br"", ""https://web.archive.org/web/20230219/www.uol.com.br"", ""https://web.archive.org/web/20230220/www.uol.com.br"", ""https://web.archive.org/web/20230221/www.uol.com.br"", ""https://web.archive.org/web/20230222/www.uol.com.br"", ""https://web.archive.org/web/20230223/www.uol.com.br"", ""https://web.archive.org/web/20230224/www.uol.com.br"", ""https://web.archive.org/web/20230225/www.uol.com.br"", ""https://web.archive.org/web/20230226/www.uol.com.br"", ""https://web.archive.org/web/20230227/www.uol.com.br"", ""https://web.archive.org/web/20230228/www.uol.com.br""]"
2023,3,"[""https://web.archive.org/web/20230301/www.uol.com.br"", ""https://web.archive.org/web/20230302/www.uol.com.br"", ""https://web.archive.org/web/20230303/www.uol.com.br"", ""https://web.archive.org/web/20230304/www.uol.com.br"", ""https://web.archive.org/web/20230305/www.uol.com.br"", ""https://web.archive.org/web/20230306/www.uol.com.br"", ""https://web.archive.org/web/20230307/www.uol.com.br"", ""https://web.archive.org/web/20230308/www.uol.com.br"", ""https://web.archive.org/web/20230309/www.uol.com.br"", ""https://web.archive.org/web/20230310/www.uol.com.br"", ""https://web.archive.org/web/20230311/www.uol.com.br"", ""https://web.archive.org/web/20230312/www.uol.com.br"", ""https://web.archive.org/web/20230313/www.uol.com.br"", ""https://web.archive.org/web/20230314/www.uol.com.br"", ""https://web.archive.org/web/20230315/www.uol.com.br"", ""https://web.archive.org/web/20230316/www.uol.com.br"", ""https://web.archive.org/web/20230317/www.uol.com.br"", ""https://web.archive.org/web/20230318/www.uol.com.br"", ""https://web.archive.org/web/20230319/www.uol.com.br"", ""https://web.archive.org/web/20230320/www.uol.com.br"", ""https://web.archive.org/web/20230321/www.uol.com.br"", ""https://web.archive.org/web/20230322/www.uol.com.br"", ""https://web.archive.org/web/20230323/www.uol.com.br"", ""https://web.archive.org/web/20230324/www.uol.com.br"", ""https://web.archive.org/web/20230325/www.uol.com.br"", ""https://web.archive.org/web/20230326/www.uol.com.br"", ""https://web.archive.org/web/20230327/www.uol.com.br"", ""https://web.archive.org/web/20230328/www.uol.com.br"", ""https://web.archive.org/web/20230329/www.uol.com.br"", ""https://web.archive.org/web/20230330/www.uol.com.br"", ""https://web.archive.org/web/20230331/www.uol.com.br""]"
2023,4,"[""https://web.archive.org/web/20230401/www.uol.com.br"", ""https://web.archive.org/web/20230402/www.uol.com.br"", ""https://web.archive.org/web/20230403/www.uol.com.br"", ""https://web.archive.org/web/20230404/www.uol.com.br"", ""https://web.archive.org/web/20230405/www.uol.com.br"", ""https://web.archive.org/web/20230406/www.uol.com.br"", ""https://web.archive.org/web/20230407/www.uol.com.br"", ""https://web.archive.org/web/20230408/www.uol.com.br"", ""https://web.archive.org/web/20230409/www.uol.com.br"", ""https://web.archive.org/web/20230410/www.uol.com.br"", ""https://web.archive.org/web/20230411/www.uol.com.br"", ""https://web.archive.org/web/20230412/www.uol.com.br"", ""https://web.archive.org/web/20230413/www.uol.com.br"", ""https://web.archive.org/web/20230414/www.uol.com.br"", ""https://web.archive.org/web/20230415/www.uol.com.br"", ""https://web.archive.org/web/20230416/www.uol.com.br"", ""https://web.archive.org/web/20230417/www.uol.com.br"", ""https://web.archive.org/web/20230418/www.uol.com.br"", ""https://web.archive.org/web/20230419/www.uol.com.br"", ""https://web.archive.org/web/20230420/www.uol.com.br"", ""https://web.archive.org/web/20230421/www.uol.com.br"", ""https://web.archive.org/web/20230422/www.uol.com.br"", ""https://web.archive.org/web/20230423/www.uol.com.br"", ""https://web.archive.org/web/20230424/www.uol.com.br"", ""https://web.archive.org/web/20230425/www.uol.com.br"", ""https://web.archive.org/web/20230426/www.uol.com.br"", ""https://web.archive.org/web/20230427/www.uol.com.br"", ""https://web.archive.org/web/20230428/www.uol.com.br"", ""https://web.archive.org/web/20230429/www.uol.com.br"", ""https://web.archive.org/web/20230430/www.uol.com.br""]"
2023,5,"[""https://web.archive.org/web/20230501/www.uol.com.br"", ""https://web.archive.org/web/20230502/www.uol.com.br"", ""https://web.archive.org/web/20230503/www.uol.com.br"", ""https://web.archive.org/web/20230504/www.uol.com.br"", ""https://web.archive.org/web/20230505/www.uol.com.br"", ""https://web.archive.org/web/20230506/www.uol.com.br"", ""https://web.archive.org/web/20230507/www.uol.com.br"", ""https://web.archive.org/web/20230508/www.uol.com.br"", ""https://web.archive.org/web/20230509/www.uol.com.br"", ""https://web.archive.org/web/20230510/www.uol.com.br"", ""https://web.archive.org/web/20230511/www.uol.com.br"", ""https://web.archive.org/web/20230512/www.uol.com.br"", ""https://web.archive.org/web/20230513/www.uol.com.br"", ""https://web.archive.org/web/20230514/www.uol.com.br"", ""https://web.archive.org/web/20230515/www.uol.com.br"", ""https://web.archive.org/web/20230516/www.uol.com.br"", ""https://web.archive.org/web/20230517/www.uol.com.br"", ""https://web.archive.org/web/20230518/www.uol.com.br"", ""https://web.archive.org/web/20230519/www.uol.com.br"", ""https://web.archive.org/web/20230520/www.uol.com.br"", ""https://web.archive.org/web/20230521/www.uol.com.br"", ""https://web.archive.org/web/20230522/www.uol.com.br"", ""https://web.archive.org/web/20230523/www.uol.com.br"", ""https://web.archive.org/web/20230524/www.uol.com.br"", ""https://web.archive.org/web/20230525/www.uol.com.br"", ""https://web.archive.org/web/20230526/www.uol.com.br"", ""https://web.archive.org/web/20230527/www.uol.com.br"", ""https://web.archive.org/web/20230528/www.uol.com.br"", ""https://web.archive.org/web/20230529/www.uol.com.br"", ""https://web.archive.org/web/20230530/www.uol.com.br"", ""https://web.archive.org/web/20230531/www.uol.com.br""]"
2023,6,"[""https://web.archive.org/web/20230601/www.uol.com.br"", ""https://web.archive.org/web/20230602/www.uol.com.br"", ""https://web.archive.org/web/20230603/www.uol.com.br"", ""https://web.archive.org/web/20230604/www.uol.com.br"", ""https://web.archive.org/web/20230605/www.uol.com.br"", ""https://web.archive.org/web/20230606/www.uol.com.br"", ""https://web.archive.org/web/20230607/www.uol.com.br"", ""https://web.archive.org/web/20230608/www.uol.com.br"", ""https://web.archive.org/web/20230609/www.uol.com.br"", ""https://web.archive.org/web/20230610/www.uol.com.br"", ""https://web.archive.org/web/20230611/www.uol.com.br"", ""https://web.archive.org/web/20230612/www.uol.com.br"", ""https://web.archive.org/web/20230613/www.uol.com.br"", ""https://web.archive.org/web/20230614/www.uol.com.br"", ""https://web.archive.org/web/20230615/www.uol.com.br"", ""https://web.archive.org/web/20230616/www.uol.com.br"", ""https://web.archive.org/web/20230617/www.uol.com.br"", ""https://web.archive.org/web/20230618/www.uol.com.br"", ""https://web.archive.org/web/20230619/www.uol.com.br"", ""https://web.archive.org/web/20230620/www.uol.com.br"", ""https://web.archive.org/web/20230621/www.uol.com.br"", ""https://web.archive.org/web/20230622/www.uol.com.br"", ""https://web.archive.org/web/20230623/www.uol.com.br"", ""https://web.archive.org/web/20230624/www.uol.com.br"", ""https://web.archive.org/web/20230625/www.uol.com.br"", ""https://web.archive.org/web/20230626/www.uol.com.br"", ""https://web.archive.org/web/20230627/www.uol.com.br"", ""https://web.archive.org/web/20230628/www.uol.com.br"", ""https://web.archive.org/web/20230629/www.uol.com.br"", ""https://web.archive.org/web/20230630/www.uol.com.br""]"
2023,7,"[""https://web.archive.org/web/20230701/www.uol.com.br"", ""https://web.archive.org/web/20230702/www.uol.com.br"", ""https://web.archive.org/web/20230703/www.uol.com.br"", ""https://web.archive.org/web/20230704/www.uol.com.br"", ""https://web.archive.org/web/20230705/www.uol.com.br"", ""https://web.archive.org/web/20230706/www.uol.com.br"", ""https://web.archive.org/web/20230707/www.uol.com.br"", ""https://web.archive.org/web/20230708/www.uol.com.br"", ""https://web.archive.org/web/20230709/www.uol.com.br"", ""https://web.archive.org/web/20230710/www.uol.com.br"", ""https://web.archive.org/web/20230711/www.uol.com.br"", ""https://web.archive.org/web/20230712/www.uol.com.br"", ""https://web.archive.org/web/20230713/www.uol.com.br"", ""https://web.archive.org/web/20230714/www.uol.com.br"", ""https://web.archive.org/web/20230715/www.uol.com.br"", ""https://web.archive.org/web/20230716/www.uol.com.br"", ""https://web.archive.org/web/20230717/www.uol.com.br"", ""https://web.archive.org/web/20230718/www.uol.com.br"", ""https://web.archive.org/web/20230719/www.uol.com.br"", ""https://web.archive.org/web/20230720/www.uol.com.br"", ""https://web.archive.org/web/20230721/www.uol.com.br"", ""https://web.archive.org/web/20230722/www.uol.com.br"", ""https://web.archive.org/web/20230723/www.uol.com.br"", ""https://web.archive.org/web/20230724/www.uol.com.br"", ""https://web.archive.org/web/20230725/www.uol.com.br"", ""https://web.archive.org/web/20230726/www.uol.com.br"", ""https://web.archive.org/web/20230727/www.uol.com.br"", ""https://web.archive.org/web/20230728/www.uol.com.br"", ""https://web.archive.org/web/20230729/www.uol.com.br"", ""https://web.archive.org/web/20230730/www.uol.com.br"", ""https://web.archive.org/web/20230731/www.uol.com.br""]"
2023,8,"[""https://web.archive.org/web/20230801/www.uol.com.br"", ""https://web.archive.org/web/20230802/www.uol.com.br"", ""https://web.archive.org/web/20230803/www.uol.com.br"", ""https://web.archive.org/web/20230804/www.uol.com.br"", ""https://web.archive.org/web/20230805/www.uol.com.br"", ""https://web.archive.org/web/20230806/www.uol.com.br"", ""https://web.archive.org/web/20230807/www.uol.com.br"", ""https://web.archive.org/web/20230808/www.uol.com.br"", ""https://web.archive.org/web/20230809/www.uol.com.br"", ""https://web.archive.org/web/20230810/www.uol.com.br"", ""https://web.archive.org/web/20230811/www.uol.com.br"", ""https://web.archive.org/web/20230812/www.uol.com.br"", ""https://web.archive.org/web/20230813/www.uol.com.br"", ""https://web.archive.org/web/20230814/www.uol.com.br"", ""https://web.archive.org/web/20230815/www.uol.com.br"", ""https://web.archive.org/web/20230816/www.uol.com.br"", ""https://web.archive.org/web/20230817/www.uol.com.br"", ""https://web.archive.org/web/20230818/www.uol.com.br"", ""https://web.archive.org/web/20230819/www.uol.com.br"", ""https://web.archive.org/web/20230820/www.uol.com.br"", ""https://web.archive.org/web/20230821/www.uol.com.br"", ""https://web.archive.org/web/20230822/www.uol.com.br"", ""https://web.archive.org/web/20230823/www.uol.com.br"", ""https://web.archive.org/web/20230824/www.uol.com.br"", ""https://web.archive.org/web/20230825/www.uol.com.br"", ""https://web.archive.org/web/20230826/www.uol.com.br"", ""https://web.archive.org/web/20230827/www.uol.com.br"", ""https://web.archive.org/web/20230828/www.uol.com.br"", ""https://web.archive.org/web/20230829/www.uol.com.br"", ""https://web.archive.org/web/20230830/www.uol.com.br"", ""https://web.archive.org/web/20230831/www.uol.com.br""]"
2024,1,"[""https://web.archive.org/web/20240101/www.uol.com.br"", ""https://web.archive.org/web/20240102/www.uol.com.br"", ""https://web.archive.org/web/20240103/www.uol.com.br"", ""https://web.archive.org/web/20240104/www.uol.com.br"", ""https://web.archive.org/web/20240105/www.uol.com.br"", ""https://web.archive.org/web/20240106/www.uol.com.br"", ""https://web.archive.org/web/20240107/www.uol.com.br"", ""https://web.archive.org/web/20240108/www.uol.com.br"", ""https://web.archive.org/web/20240109/www.uol.com.br"", ""https://web.archive.org/web/20240110/www.uol.com.br"", ""https://web.archive.org/web/20240111/www.uol.com.br"", ""https://web.archive.org/web/20240112/www.uol.com.br"", ""https://web.archive.org/web/20240113/www.uol.com.br"", ""https://web.archive.org/web/20240114/www.uol.com.br"", ""https://web.archive.org/web/20240115/www.uol.com.br"", ""https://web.archive.org/web/20240116/www.uol.com.br"", ""https://web.archive.org/web/20240117/www.uol.com.br"", ""https://web.archive.org/web/20240118/www.uol.com.br"", ""https://web.archive.org/web/20240119/www.uol.com.br"", ""https://web.archive.org/web/20240120/www.uol.com.br"", ""https://web.archive.org/web/20240121/www.uol.com.br"", ""https://web.archive.org/web/20240122/www.uol.com.br"", ""https://web.archive.org/web/20240123/www.uol.com.br"", ""https://web.archive.org/web/20240124/www.uol.com.br"", ""https://web.archive.org/web/20240125/www.uol.com.br"", ""https://web.archive.org/web/20240126/www.uol.com.br"", ""https://web.archive.org/web/20240127/www.uol.com.br"", ""https://web.archive.org/web/20240128/www.uol.com.br"", ""https://web.archive.org/web/20240129/www.uol.com.br"", ""https://web.archive.org/web/20240130/www.uol.com.br"", ""https://web.archive.org/web/20240131/www.uol.com.br""]"
2024,2,"[""https://web.archive.org/web/20240201/www.uol.com.br"", ""https://web.archive.org/web/20240202/www.uol.com.br"", ""https://web.archive.org/web/20240203/www.uol.com.br"", ""https://web.archive.org/web/20240204/www.uol.com.br"", ""https://web.archive.org/web/20240205/www.uol.com.br"", ""https://web.archive.org/web/20240206/www.uol.com.br"", ""https://web.archive.org/web/20240207/www.uol.com.br"", ""https://web.archive.org/web/20240208/www.uol.com.br"", ""https://web.archive.org/web/20240209/www.uol.com.br"", ""https://web.archive.org/web/20240210/www.uol.com.br"", ""https://web.archive.org/web/20240211/www.uol.com.br"", ""https://web.archive.org/web/20240212/www.uol.com.br"", ""https://web.archive.org/web/20240213/www.uol.com.br"", ""https://web.archive.org/web/20240214/www.uol.com.br"", ""https://web.archive.org/web/20240215/www.uol.com.br"", ""https://web.archive.org/web/20240216/www.uol.com.br"", ""https://web.archive.org/web/20240217/www.uol.com.br"", ""https://web.archive.org/web/20240218/www.uol.com.br"", ""https://web.archive.org/web/20240219/www.uol.com.br"", ""https://web.archive.org/web/20240220/www.uol.com.br"", ""https://web.archive.org/web/20240221/www.uol.com.br"", ""https://web.archive.org/web/20240222/www.uol.com.br"", ""https://web.archive.org/web/20240223/www.uol.com.br"", ""https://web.archive.org/web/20240224/www.uol.com.br"", ""https://web.archive.org/web/20240225/www.uol.com.br"", ""https://web.archive.org/web/20240226/www.uol.com.br"", ""https://web.archive.org/web/20240227/www.uol.com.br"", ""https://web.archive.org/web/20240228/www.uol.com.br"", ""https://web.archive.org/web/20240229/www.uol.com.br""]"
